real_x,real_y,real_yaw,cluster_x,cluster_y,cluster_yaw,densest_x,densest_y,densest_yaw
-1493.5486357059324,62.86931998101287,0.08558001508034341,-1493.4938472310282,123.02666398572866,6.280099071332752,-1493.5432497253628,122.86636102092507,6.28292111182033
-1494.805561282209,124.78722269155121,0.11344367790805965,-1493.4920001936998,183.1398399332539,6.278709534353974,-1493.5299910419803,182.7343253848003,6.282853849442112
-1496.8716017531551,185.85137743591673,0.10522853395373666,-1493.188662891282,242.54510807254383,6.277806280043004,-1493.509536948793,242.59313134605964,6.282619762388407
-1499.269409758432,250.13101785929172,0.2311288717173321,-1493.2243505299111,302.1432123357531,6.2768334333451765,-1493.505516294107,302.66502181510896,6.282487493040439
-1501.5530893538617,307.4960448564613,0.10053061294851418,-1493.0295980921662,362.1786011966779,6.276105759088774,-1493.6020767765638,362.6802731878015,6.282718766123782
-1503.6185408115794,368.68237917956833,0.09084261532188354,-1492.382392714344,422.4593418637155,6.2752934149035005,-1493.7163556641717,422.5452994701318,6.282997622560582
-1505.1803236572166,430.068924106008,0.08298859251852075,-1492.0606637803373,482.47675315991046,6.274743355968763,-1493.7597081435806,482.48507133319254,6.283001996875835
-1505.4313015627515,492.20132130990754,0.07669786212883523,-1492.213155796207,542.2391468943904,6.2740295145687055,-1494.094197610236,542.4507109867254,6.282744710262596
-1505.7857215409058,552.975646022639,0.05958327808963393,-1495.3601371718123,608.1554716902776,0.009335933961814815,-1493.9432592482153,602.4579463198652,-7.312112901576e-05
-1505.6847499679197,615.57006215314,0.075586331134744,-1491.6116086569552,661.5636190578849,6.273436078643187,-1494.1153091464348,662.2812001319617,6.283096700418104
-1504.7984521624905,676.3857448879987,0.04063911843397072,-1491.451294032512,721.5524061027354,6.272858643183463,-1494.172422102681,722.2708157582592,6.282936684458758
-1503.5162411467606,739.3438846094416,0.05349437781509181,-1497.2783548836917,782.5016378865905,0.010509399631573773,-1494.127899421093,782.5137059195868,-8.626736108657261e-05
-1501.9184850661798,802.982026135787,0.037046408394076025,-1490.849068257982,841.488043196834,6.271999227547907,-1494.18072396355,842.3159537162219,6.283418709515913
-1500.0841301931869,864.3030967439998,0.026984929702195792,-1497.6788568943832,902.9638882883753,0.01161708731668658,-1493.9184537277595,902.5190119042782,0.0004579637287805492
-1497.2180761346458,925.8604430694536,0.01908461135371109,-1498.2868354988752,962.7180667602222,0.01199771490103296,-1493.9869556885662,962.4308699820022,0.0004490074235753317
-1494.2734837556075,986.6704316745733,0.016881902453562248,-1498.501442790567,1023.3928682906104,0.012424775081084298,-1493.8883377250154,1022.2156858939679,0.0003408352205007838
-1490.9235903149497,1051.5078250754639,0.1284514119440523,-1498.6087949369428,1082.7046047983094,0.012351958079811582,-1493.8579064560115,1082.2458193298407,0.0007334654122448073
-1487.5477473327298,1112.7608404469029,0.1364268727602429,-1499.4955909590647,1142.478648196872,0.012718298485760829,-1493.8543647183112,1142.5584145979892,0.0003143353145348095
-1484.2243500560185,1173.9003802260763,0.13888843001167572,-1500.840599182565,1210.9939237715241,0.013067750545362126,-1493.9429026276628,1202.8699045122503,0.00014189632839313636
-1480.9036958867453,1235.026315387717,0.13559407355364428,-1501.6184418008768,1263.3342445675776,0.013823609406146598,-1494.1187561598476,1263.0057938799182,0.00012370381307479412
-1477.5849343555533,1296.176276838987,0.1388921006376833,-1502.1913628571758,1323.4090769429904,0.014013872574492426,-1494.1206854987606,1322.8499912705802,-7.281306871035754e-05
-1474.2702444993506,1357.3031266975788,0.1356837258465271,-1503.226809039628,1380.227946765365,0.014105247149277,-1494.0362901364663,1382.877923695136,-0.00020859382764326114
-1470.9575386041433,1418.4535116107766,0.1389825921195582,-1484.1340876081692,1442.5138189226395,6.268608870435513,-1493.781954408579,1442.8704954980767,6.2828238932363885
-1467.648802199569,1479.5808141924142,0.13575678728856744,-1484.3236451434568,1502.1756131571158,6.26826116361312,-1493.9663521791501,1502.5808599423126,6.2830578867924896
-1464.3479265874964,1540.735278707154,0.13837351030156064,-1483.5653429195074,1561.0610314231562,6.2678577606810375,-1494.0678742884536,1562.750379991494,6.282654988029175
-1461.0527732627338,1601.8730080836956,0.13816998611611986,-1483.5998258206785,1624.6188186724987,6.2667635036029425,-1494.2288478869998,1622.7909701878434,6.282940948935422
-1457.7594998052145,1663.0119669662329,0.13825680049345124,-1482.892691512085,1681.5317799682455,6.26641986008767,-1494.3409280618773,1682.9160211184872,6.282935402284636
-1454.4684416746966,1724.1507983603947,0.13828237620028716,-1482.1315055037103,1742.1905458746066,6.265977529413372,-1494.3838419452807,1743.1616978252896,6.282680382923538
-1451.1794983482098,1785.2897848180555,0.1383202809866244,-1506.893468867728,1813.6194536719868,0.016948090214533192,-1494.3973504576047,1802.8894403374425,-0.0007829496888834289
-1447.8926613119704,1846.428865584724,0.13835514960463335,-1479.6453792555583,1861.4982415757715,6.26473630844285,-1494.3452982473411,1862.8610052050599,6.282406963559382
-1444.6079029237997,1907.568051428281,0.13839016233585344,-1479.4492842913799,1921.5452415439104,6.264647827482094,-1494.2255903807445,1922.6897088342048,6.282293958888921
-1441.3570861192786,1968.7146683877568,0.13827577258428558,-1479.0839223527182,1976.800559607503,6.264454421797468,-1494.339044422158,1982.7966907122382,6.2825807588165
-1438.4828292208751,2026.3580052003415,0.015084932437495091,-1478.0150675103732,2042.3795318717735,6.264241974454247,-1494.288335380906,2042.8934511941952,6.282800033334003
-1434.9866064921455,2087.5954367775867,0.003603408195396618,-1510.598444723481,2104.3017041641415,0.01783026367089908,-1494.6363362345178,2103.0446851649513,-0.0002780754466494076
-1428.022058781636,2153.134138101314,0.14307599795425574,-1512.283946131637,2163.549520588639,0.019122078135796004,-1494.6364084640152,2163.025841929256,-0.00020415326994828114
-1423.2374964426756,2212.065585369938,0.16163881642856914,-1512.8596420304593,2228.6181426532894,0.019098568041317484,-1494.5553214839579,2222.8428735467087,-0.00022291370334927177
-1422.7190218515038,2266.1732776490944,0.03831961181334975,-1513.9082706248753,2284.1900981300532,0.019377269241807146,-1494.395597158841,2282.773928959464,6.370741883963443e-05
-1420.5473147123855,2327.064098729221,0.029931781727396967,-1514.6606514032505,2343.363332008472,0.019612638228365228,-1494.403795510224,2342.6635649263235,0.00028946762453540214
-1418.501698444553,2388.208084662168,0.02190577092018664,-1515.8679053582516,2416.7550787788755,0.020626289268156985,-1494.1406831968293,2402.678102920583,-7.012236052865048e-05
-1415.9427543513118,2449.4196285003104,0.013416252326308609,-1516.7244851243447,2463.4690899775883,0.01938053372599954,-1494.3879210474136,2462.5602871155297,-0.00010028144764193601
-1412.8622504082418,2510.5173507424242,0.005075598249383972,-1517.6745258444432,2523.8426240832746,0.020078960498264502,-1494.3578290156215,2522.385350190135,-0.00019820919327361583
-1409.2878329598493,2571.5073360154124,6.279606675383697,-1472.7240327379698,2575.432937649923,6.263097503758629,-1494.3819570376725,2582.315977319542,6.282733013415683
-1402.5609554879786,2637.0352155161418,0.14318305278215693,-1519.502413952897,2644.1445431089996,0.02021955332347407,-1494.6453760290922,2642.576240972149,-0.00021808862922643294
-1399.9753883247852,2694.538150788149,0.014561537417682402,-1519.3404257942364,2703.7435704893346,0.01971907181939314,-1494.6283740153522,2702.6451331143717,-0.00019749943742175668
-1396.836559252943,2755.546648907985,0.004332045384236594,-1520.1843784274743,2763.3285271635737,0.020294152110493402,-1495.0481168938245,2762.814337210776,0.00035902280834397424
-1393.2038797577754,2816.60770722167,6.278712675946804,-1520.157142039633,2829.0668917373528,0.020632694561649147,-1495.3131784103684,2822.679076109691,0.0003898563109146611
-1386.409439554386,2882.1346761966033,0.14243587926567436,-1521.441076762122,2883.9120580391823,0.02121204366206035,-1495.44731068499,2882.4732096025537,0.0007372323938699686
-1383.7633842808896,2939.680696268558,0.01423669069059219,-1520.4208089352917,2943.5806639988705,0.020815821116656325,-1495.3975250907965,2942.5336044821925,0.0005752550364243763
-1380.5487244175467,3000.8316504305426,0.004288364204791506,-1522.2327245701483,3017.948527655153,0.023542819498783975,-1495.5634411974195,3002.6292026150686,0.0006403561343557801
-1376.8527690704032,3061.876771094854,6.277811307999277,-1520.610788703128,3063.718184982211,0.02062300462065416,-1495.8997796966316,3062.6613700889957,0.0009823482669945264
-1361.662680162305,3078.96777728105,4.680073730642644,-1498.9227917707321,3064.7563863824407,4.6198480444967815,-1496.3169812062579,3062.651998897435,4.617305785276736
-1300.2697266553416,3076.5826049650796,4.757241216753299,-1461.8391801477453,3060.6414278393468,4.625526706095573,-1436.6799241936692,3057.2100532557306,4.617796754800776
-1234.1840536852344,3074.1875163891764,4.858525541473513,-1345.7219609263393,3054.7401298500795,4.622300747503406,-1377.28139038392,3051.352068928676,4.617646283869271
-1179.9908094630414,3071.0317201727844,4.678197452806397,-1315.1812490251011,3050.484791710936,4.621203247564937,-1317.9362124342424,3045.5999908770336,4.61633147589215
-1118.3340993648508,3067.12151002902,4.752145502914243,-1271.7718564935117,3046.940489003562,4.622692480884945,-1258.7554290232745,3039.7711681992687,4.6162317695005965
-1057.2726523252206,3064.0665362561163,4.727281278000999,-1156.2972977889892,3045.0132297456166,4.626098781946467,-1198.4694342936127,3034.587195524735,4.6178195176859544
-992.8405377546815,3060.521654184581,4.844650962904683,-1128.5369330750477,3040.4492002105553,4.625994894043443,-1139.1177108608656,3028.450694469432,4.616594446012989
-933.9329346844588,3055.0868536585567,4.863094650896656,-1087.0025307336002,3040.351344283291,4.631033782092402,-1079.5890484129345,3022.814156452946,4.6170872770391105
-877.0227232383274,3053.2765267098584,4.740459893192384,-1050.360636138309,3036.3922702251275,4.632938872841283,-1020.1697201050458,3017.245454773567,4.617480515105388
-815.5872875885036,3051.1224206793354,4.730803843699827,-944.9842917439261,3037.4261934467995,4.63900741825505,-960.9872664411391,3011.6399266573817,4.617764562571541
-754.4009028141442,3048.3356608980075,4.7224450087131284,-904.8501857831586,3037.214469065399,4.644547338870373,-901.4389655382083,3005.9600672744145,4.6176071681730235
-692.3985532908679,3044.3186726113,4.7223663934984375,-858.9558032046351,3036.448871021161,4.648462235630902,-841.7260972356926,3000.917035369078,4.618175043598674
-630.9259715475913,3040.4845909049063,4.739555273469117,-744.1252074972423,2957.8211655564223,4.591136065117769,-782.0022659538545,2995.6454501969047,4.619090918337929
-568.9908837495746,3036.594449790403,4.735797221142163,-720.1090856010308,2956.6944703670847,4.59256245610904,-722.876165391554,2988.795298695639,4.617661912594149
-506.2689772694806,3031.911322464305,4.750425304482951,-672.9077134202965,2953.9419764680356,4.596077396467669,-663.2665879528417,2982.775151293502,4.617283554776575
-444.16625186316594,3026.9996787927525,4.819727796031129,-640.6571570759666,2948.5377963936076,4.594133633834195,-603.6385268347226,2978.0871020162604,4.618253821397927
-383.62640556653565,3022.859619498018,4.838152110548457,-530.9045615608845,2942.0397059795573,4.597408945478675,-544.1987446653552,2970.64770472034,4.616578367075981
-323.6649264042149,3019.076679392382,4.834572418811868,-488.77314628109923,2938.519641463435,4.598516495493048,-484.49323685762147,2964.612707776596,4.6158880016271935
-265.5704848867093,3015.3443177532417,4.729683276283117,-451.2832061347001,2937.370221124596,4.601317672327479,-424.77187681354417,2959.6900810130155,4.616483909990281
-200.79551653075455,3010.492650966679,4.811761272519291,-340.7559224335031,2926.4759459321963,4.599763589275081,-365.17452391873485,2953.89772935816,4.616486021740425
-139.63317349753973,3005.862654262985,4.844338053295474,-303.24760568522953,2925.6654130058823,4.603110593022491,-305.38245733610165,2946.220973717278,4.6147897220349465
-82.4639035546555,3001.2397353674614,4.706472303738668,-261.68012873961595,2920.9248726284936,4.603999997371532,-245.6588525578668,2940.877790638383,4.615341693159884
-18.609622426565135,2995.7157101886182,4.814692503432453,-147.90954771590162,2909.8376413795104,4.605125773704976,-185.96854241360143,2936.1147509343573,4.616790766598814
41.7678705045152,2991.02264199798,4.821869320139965,-121.37457572058811,2911.23624094278,4.606992271260267,-126.2440883938716,2928.49291101156,4.615459599051004
102.47282903687366,2986.6285219168894,4.837785988822862,-79.35675152924243,2906.0636493093093,4.607036266510812,-66.91734026526319,2922.8106718985373,4.615972456646483
160.1199639317454,2982.5603580322013,4.717265964937992,-45.57250339635456,2904.890765507236,4.607177264162906,-7.048491538307189,2919.59800333196,4.617778953615544
177.28720914214148,2962.6995262788823,3.2128660492626535,-53.944491980081146,2902.2367494541095,2.893277618779993,-6.76758766432431,2925.707829851518,2.9714504103982042
176.5780334580068,2901.5180493719886,3.226216678533145,-62.693236079936035,2877.749784127022,2.8964009636254304,-16.718167291787722,2866.6743567825615,2.9709303069133517
174.85369378118318,2842.8481088132307,3.181890847989139,-65.23948066077048,2719.2989575593583,2.886434198780357,-26.378523270070218,2807.7514893316493,2.972099446461119
172.73306739315254,2779.8407872322773,3.19277993864315,-74.66222134845826,2702.895962109584,2.89030718337913,-36.438848714458345,2749.1036350208797,2.972550598453815
171.0569492526764,2714.9457829171224,3.205617231273769,-88.6845286704217,2670.075007034031,2.8890454644896044,-46.70675645677011,2690.3453820638715,2.9714793563101947
168.65883077729546,2654.5188933079276,3.164354349773064,-90.30366097875161,2515.7291133213516,2.8849307219004925,-56.99610126037942,2631.4708550880478,2.9715874979790673
166.08207146468067,2593.4542382407976,3.1555301623212033,-107.33358619074836,2505.072445204319,2.8834871509584983,-67.12006101831457,2572.1402356159388,2.9715591815970828
162.94645211683616,2532.284811069645,3.1463548753525825,-114.58193968515488,2488.673483595439,2.8951479148708352,-77.74613059071362,2512.551674813234,2.970897728138583
158.7909692814391,2467.466570343852,3.26885755772674,-65.55917236938453,2503.665774150932,3.0315519349943836,-88.11579565769989,2453.585397531927,2.9701150177498077
154.99182753884006,2407.0537543045025,3.272692369776877,-69.29378772235088,2489.432660409943,3.0401791358823127,-98.36802602638772,2394.6917154182847,2.9704051708207677
151.61800722711504,2349.018841808605,3.169887980900741,-89.49175630275843,2311.0433045018626,3.024449703147077,-108.52651313245224,2335.933586908477,2.9707421793452236
148.47252814516267,2283.436162663523,3.2191603722167583,-83.33941631977848,2305.404842131155,3.034415514821445,-118.21065672588429,2276.9424064362292,2.9712592094165933
144.62223062103925,2224.047823647724,3.1979615614972783,-78.14392615609005,2294.7988606875465,3.0411102857966137,-127.57645256498836,2218.4176388502938,2.972105941429728
142.38277369385702,2160.8323597998656,3.3040770355822064,-92.60088329666667,2109.427473138375,3.03141016037427,-137.47293727706392,2159.9544231713535,2.971920093052359
140.5975096648001,2100.1621055478886,3.2991171904801453,-90.70561125108087,2111.6321890863956,3.0343662896297032,-146.3092124769446,2101.533234010498,2.9732213690352483
138.22126893928305,2040.393873286929,3.201425202521929,-97.6760775064268,2100.974947060355,3.040719202705106,-154.93234611432172,2042.7270223612168,2.974128974096326
136.31667962724651,1977.2986121578724,3.3044622644276256,-96.78362818924256,2089.1118850458,3.0418687749285462,-164.6371138748441,1984.969701020147,2.974428140475235
129.82001757434656,1920.7843358777213,3.189286855322918,-101.93778262482135,1905.82790903321,3.0340454373396417,-175.25778041142803,1926.1693008562906,2.973688143838707
129.62075771738438,1856.0991283867688,3.2140724424705427,-100.52050978539602,1899.4941810169576,3.0428155945393054,-185.40332672616796,1866.829522654244,2.973700894948616
128.31408905822022,1793.5833370568296,3.1946167611506198,-289.86931445350154,1724.0996489165468,2.8947705511176385,-194.63624280209388,1807.5976763728959,2.9741920265357735
127.28610497955589,1731.673269406845,3.214551004945693,-306.59064768639286,1700.0773185061137,2.8930826963667178,-203.52390142634158,1748.6039945661923,2.974651699692883
126.2751477823967,1670.3482935757288,3.2005033836287806,-113.87158674579354,1708.1022972262303,3.040659183511536,-214.55529044666946,1689.4980725398746,2.9739851627800045
124.40646183967466,1605.0740847329143,3.3141576959989374,-119.0873738457318,1698.661903397845,3.0440534424296444,-223.3300911042502,1630.8545543995388,2.975059290913781
123.11453681449744,1547.1185000192822,3.205435859896726,-310.31988316792444,1511.8255922714966,2.910143120579421,-233.8830949900289,1572.3578984225423,2.9748999316671063
121.33854208608605,1486.1268725697341,3.175592046275858,-119.15744174717773,1511.8894030218953,3.0488785196548687,-242.74365693693653,1513.6270434504686,2.9755824324890043
119.39334515619527,1424.0217255617608,3.1893386759022797,-121.17571596410943,1491.2893552091093,3.052683460253993,-251.4574726729129,1455.5113766868963,2.976503880370307
116.75169378490344,1361.9924421808785,3.1740033979669136,-113.4516096805379,1485.9217658441553,3.0575656268862894,-260.0424739160362,1396.8006638637726,2.977112346545558
113.91670898998512,1300.9925096831507,3.1507053345780998,-491.55793447679184,1299.3563147924472,2.8613073155889865,-269.8362749336766,1337.6878487616978,2.977136603472908
110.15998831443385,1237.9938006324833,3.1961796368311113,-495.8410719581449,1288.0448794630872,2.8686024200535787,-278.10391973754577,1279.0193299617722,2.9783548065817866
106.25497044786908,1178.5811130424577,3.159336871500395,-118.07397907031567,1288.8210169814224,3.069847398729706,-286.7093846326402,1220.084690064571,2.979075637878867
101.71681654515874,1115.7315494084419,3.1556069869592753,-495.1410595511245,1107.357287205362,2.8756208922232993,-295.4648111372585,1159.8528852623867,2.97977572351454
96.44811317031869,1053.4366962128227,3.13600470222534,-504.3053075835493,1088.4981382051312,2.882555519068149,-305.5738864054524,1100.9810195412274,2.979875544533865
89.9980898410055,988.4525811324526,3.227087948845616,-108.48512722968506,1090.2198816727528,3.0795134899585785,-315.61377936843746,1042.8537327040403,2.9799046460840644
83.85702510360152,930.28910764916,3.1368413272458238,-506.9478908892148,923.7065206459569,2.890400561779085,-325.0182303660313,983.5685182827865,2.9807645367446556
78.33069091738443,871.800776215885,3.118029316055292,-290.754991670561,903.4845032095146,3.0071350341363665,-332.59152160623717,923.6060015552175,2.9814562255736643
71.60524591242566,806.7175480346541,3.2176000647580727,-279.2086956977688,892.18748343939,3.0132828582089926,-342.3985219452079,865.060277783803,2.981740724089909
65.30897437523129,749.31807023028,3.1157453348494815,-279.840988589579,887.0770738567644,3.0152027430528054,-353.3632766888313,805.6740543627302,2.981166556036716
59.453510720445266,690.0689037328136,3.1135617411940446,-293.2849456366598,706.9264878247824,3.009946698485765,-362.3962848048732,745.4678835399654,2.981028768224874
52.42267130818677,625.0009349573281,3.212213055368508,-282.67462864107654,703.7813921161412,3.01502648931161,-371.93659737220196,686.2559477657305,2.980508781241472
45.84587909391742,568.0347509392561,3.098871968996452,-282.0725746888975,685.2888869343255,3.021587405220988,-381.68039264989056,626.8805243525649,2.9811610226359617
38.38782222482197,504.4781904092569,3.212033060450019,-689.9239525951484,531.5296435783771,2.8569742610462248,-393.0391189308157,567.8995096599756,2.9805966010766145
31.675697252550794,443.6358232492677,3.224716797621416,-299.13375605208216,511.55866272932525,3.0188716395461856,-401.2721036665098,508.2869074435066,2.981106247359218
24.916390152232964,382.7082048436606,3.2286758938523206,-297.5737500022852,483.3295166229948,3.0239028182578513,-410.23013493761437,448.87394525118816,2.981453972021768
18.135443557891282,321.84715542188604,3.227877576186365,-302.01963104296243,484.9414218433724,3.0272908387602966,-418.32942338706016,390.10017620462895,2.982035317467236
11.331603782319608,260.977089643654,3.2267621626928804,-321.4005841856409,314.23292900953754,3.016356560627321,-427.6520841235042,330.4788915765366,2.982152776734368
4.497710698156808,200.10849694804295,3.22641872069282,-312.5400461690949,297.01622440053666,3.0231805252814397,-436.62049979664516,270.5508723447392,2.9817695337378876
-2.363352877100972,139.24334874288832,3.225926461196373,-313.72901062575005,293.5656790153992,3.0295981623403385,-444.86936360695336,211.80135937683372,2.9821589404115736
-9.252266609582128,78.38156763641811,3.225466021595962,-701.1385954520923,113.49160919014332,2.900491375687445,-456.2518664592567,152.99785698615506,2.981974186008559
-16.168916014157823,17.523189499195038,3.224998077169827,-319.29907581760546,108.51829966640682,3.02758035577484,-466.42140935584075,92.98398178724983,2.981345574599662
-23.11335849448867,-43.33177545280056,3.224531039525921,-310.3205136295393,94.66248280027938,3.0349064455877817,-473.93749245725576,33.9138288193426,2.982500980493148
-30.08561872489039,-104.18330874894392,3.22406274946069,-318.1186508896635,86.37563425117852,3.038929302958043,-484.1215537419098,-24.832543084700774,2.982324339214726
-51.19603317952699,-114.70936046952927,1.5020545978906643,-518.334501225041,-78.33956845641619,1.301957985636107,-495.1462143561116,-20.48594318418054,1.3326936467811714
-111.27516398261055,-111.846172129777,1.5700253182783728,-684.2580803715098,-68.73619330035255,1.3025466552179914,-554.9207641126377,-6.545994689433428,1.331821786026739
-172.70512617444282,-107.60759685904853,1.5879944023622858,-695.318277766529,-67.48384556310883,1.2969228770943904,-614.4956876308779,8.204406916340304,1.3307198659838553
-238.19756816524682,-102.13252825511512,1.6691133776932454,-506.69328891955877,83.54006016271336,1.3150598877277504,-670.1496138708467,23.046301065013722,1.3310104258155548
-299.3878509898826,-97.45643962502345,1.6758180198217958,-1093.7204315168187,92.4483775643604,1.1408440343129584,-729.5262903641938,36.73572226237957,1.3299887624523066
-356.07725679514164,-93.10238109727162,1.5568166227102882,-888.4295057702358,90.42949018651132,1.3146499680457477,-786.2347266914226,51.315955448979366,1.3297260286681265
-420.5251850948185,-87.23073724044674,1.6035740877564444,-908.494654607197,72.58155539889523,1.3034085270190765,-844.1218893777436,66.0222097315982,1.3294846535241025
-478.56026457910326,-82.01863601181488,1.5508225813027305,-925.2126959109873,79.98276114480772,1.304195649807246,-904.4462999480456,79.9941091487517,1.3287031035511898
-542.9541354017811,-75.44571804086925,1.5979263696131363,-1084.352751048649,92.34470566239762,1.320608508385668,-962.8494054537953,94.69999591690521,1.327921031446652
-604.1137258815146,-69.0300898851904,1.6556983505115945,-1091.5317106106777,96.74014223312412,1.3066729696699286,-1023.5245613315265,109.11906424227618,1.326318262986841
-660.5666756155457,-63.548552251658094,1.5401770087983415,-1120.4884288668231,101.03257796325079,1.3198631422860234,-1080.5461345034237,124.26890043142248,1.3264230684159182
-725.2627973967855,-56.68360209953178,1.6355636534887212,-1116.9072713980588,106.26047703785521,1.3062866948140326,-1137.1741683070834,139.07706269674236,1.3264355543289947
-781.9424176706059,-50.56541224110508,1.5305380757135207,-1292.4265864936167,123.53817442702679,1.3145959994531315,-1196.0655894211102,154.64271393252784,1.3259010880870143
-846.2083046635546,-42.86729594306034,1.6288562825477926,-1301.3565662489805,108.76938039088813,1.3160182785088075,-1254.2884444130843,169.35235718157492,1.324891541393761
-902.4996606268882,-35.34809943245377,1.50634425440885,-1292.8280016880958,122.49256969768372,1.3087729012170821,-1312.586210862857,184.74266370002442,1.3241337463710106
-965.4872307704361,-27.524898309164655,1.6260451533904532,-1478.5046816918064,267.7578242684379,1.324240377865833,-1369.9975814863203,199.87794379883871,1.3239260545209277
-1025.3265889294373,-20.037687466284417,1.6225950865844996,-1501.763283978997,267.565486692806,1.3096272962140885,-1427.274187020344,214.88660036290094,1.3235637407155332
-1082.4088792790806,-13.08053649994539,1.5187804805993803,-1525.5702054804324,273.5957102208132,1.3002334037355654,-1484.9913888558526,229.9889290594956,1.3228925473476603
-1146.8830666468348,-4.5794106373229475,1.6229176537102057,-1529.2422514802684,273.1639014721866,1.2850762013253885,-1543.165539461506,245.65325868577474,1.3225338595770142
-1207.7870844785282,3.9611103468190305,1.577713676899191,-1684.720076987215,303.66032990418097,1.3043300534803095,-1601.3328403384967,260.04171006361594,1.3227485513534623
-1264.977195594004,11.5644364203469,1.5063563337130148,-1713.1703805888385,290.48056489280424,1.3054307972607702,-1658.843154361401,274.6436745033525,1.322235266774539
-1329.0886926838527,20.50918671851135,1.608294203759212,-1881.9507557231325,286.2909906582803,1.3109023156645354,-1716.993499636183,290.74216182900545,1.3219886902516504
-1389.1291130486647,29.243085732501754,1.6052798831382278,-1889.689686120979,309.56263335061027,1.3133129801759604,-1774.2047525219623,305.4716640955785,1.3220224332159216
-1449.0575767105315,38.048176792938555,1.6072610142838144,-1913.744763499322,307.4027570277232,1.3135159269766858,-1831.8262881471219,320.3963914502947,1.32202886234665
-1508.3826202313658,46.95895186485078,1.5161684869428846,-2062.5283271163744,309.3209848211058,1.3114265668452216,-1890.1171055973136,336.46210578060254,1.321169368450556
-1566.7692101780437,56.34664644098709,1.4761558788161686,-2099.0439518236753,320.39436856711177,1.3227275301431034,-1948.3554577871334,350.94172034456915,1.3210129441852692
-1580.6645839227479,78.06792147164992,6.2570606446348895,-2072.284829120032,296.9122960855837,6.019757401605314,-1944.8762178151594,342.1830895628491,5.974673958623776
-1577.1001703235727,139.45651144502986,0.11659530914982597,-1908.0406867941413,495.2423337681058,5.8426819746393654,-1927.1569744853932,399.56313859512466,5.974641908221881
-1571.8840127618143,196.8950920239371,6.261407484629568,-1894.1613986455782,513.2329442617411,5.851157301468713,-1910.0491593981437,456.772233173745,5.974472288359625
-1565.6138456619142,261.27665135261003,0.08892201517634213,-1908.7962838377248,495.9885838762758,6.015446516131676,-1895.4681938452238,515.9694478754909,5.971764261749146
-1559.9005651831567,318.7416923812414,6.253643154483994,-1895.6528834956166,700.907399928456,5.849463561202854,-1874.6582696766295,570.8169907087668,5.974534661713187
-1553.0860496170155,383.08823437662477,0.08095774558566404,-1894.7121209107895,702.5399853071809,5.8517055902372705,-1857.476489859779,628.4124435124804,5.973833072296641
-1546.236679403815,444.0376903240404,0.08082039499927696,-2097.357614746,502.0468917375857,6.054400873897878,-1843.7912329132196,687.8916170219554,5.9699920082777345
-1539.3654466083458,504.9329854155037,0.08259502632691795,-1904.2079631846896,679.8396026794176,6.039888217917198,-1822.6935647314249,742.7554377130955,5.973412124061426
-1532.472725397125,565.8231083979869,0.08191136152077938,-1719.5437708126267,702.6015602230136,6.040484761947113,-1806.5344447997193,799.943861072541,5.972543043395911
-1525.5523703257618,626.7112454727547,0.0815587918832481,-1706.7916866176956,904.9553385933805,5.8545030354241385,-1788.838899836963,856.4591307482797,5.9733222461110556
-1518.6057756527412,687.5957787971021,0.081089805097319,-1689.7306705505985,894.2353590490088,6.009460127135055,-1771.6598492822582,914.0761695424653,5.972638335375989
-1511.6324303746765,748.4772507603341,0.0806599967897581,-1911.3186183860225,889.4181108783392,6.041631465435601,-1752.7066856089518,970.2123010697969,5.973488247724425
